lat,lon,name
11.5455068,104.9117457,Amazon
14.5472631,121.0349809,Starbucks
14.5384516,120.994311,Madonna's Cuisine
14.5789093,120.9783098,Starbucks
30.2712537,120.1358874,星巴克咖啡 Starbucks
30.2565553,120.1573406,Starbucks
30.2721603,120.1575123,星巴克咖啡
30.2609736,120.1676055,Starbucks
30.2785515,120.12057,Fifth Avenue
30.2863743,120.1479614,星巴克咖啡
31.2200958,121.4294593,
22.8724438,121.2262611,都蘭紅糖咖啡館
30.2697047,120.164455,光线咖啡
30.2619985,120.1520383,星巴克咖啡 Starbucks
30.2941659,120.170008,两岸咖啡
30.2791196,120.1216539,两岸咖啡
30.2614563,120.1674624,两岸咖啡
14.5511801,121.0499456,Starbucks
14.5350907,121.0477886,Starbucks
14.5652004,121.0365121,Coffee Bean & Tea Leaf
14.58803,121.0453375,Starbucks
14.5500737,121.0441467,UCC Coffee Café Terrace
14.5502388,121.0494648,St. Marc Café
14.536007,121.0186745,Starbucks Magallanes
14.5594385,121.0229826,Starbucks
14.563184,121.0373402,Starbucks Coffee
14.5582428,121.0334241,Yamato Bakery Cafe
14.5299915,120.9889553,Starbucks Coffee
14.5592928,121.0197673,Starbucks Coffee
14.5890172,121.1250421,Nature's Camp Cafe
14.5525948,121.0182239,Coffee Project
35.684236,139.7390476,スターバックス
35.6815144,139.7438874,
35.6046586,140.1034471,タリーズコーヒー
34.5155404,134.3008424,
18.5527471,98.480302,
31.2964757,120.5634715,Starbucks
30.2831843,120.1605896,两岸咖啡
39.9314345,116.4493255,Iqiyi
35.024421,135.7963664,珈琲店　再願
2.5026327,102.8216007,Kek Emas
25.1524559,121.5472666,Starbucks
35.7482853,139.7196284,珈琲館
35.7018499,139.7424458,スターバックス
36.2777563,139.1967586,群一パン
35.3166207,139.5502888,mimiLotus tea shop
36.4486696,127.3238471,소소루
3.0747185,101.4850329,Pak Li Kopitiam
14.6396453,121.0772991,
14.6365988,121.0740441,Starbucks
14.6383008,121.0741548,Coffee Project
41.6204,116.03015,Tea House
41.5973674,116.0489666,Tai Tou Gou Tea House
22.644426,120.2538901,海岸咖啡
14.6000726,121.0691942,Starbucks
39.9702333,116.1638667,Tea shop
35.5638333,140.156143,茶緒
14.6845644,121.0770332,Starbucks
35.5502369,140.1729795,ドトールコーヒーショップ
34.7816786,137.6079482,スターバックス
39.9911674,116.3289966,迷你站奶茶专门店
22.2248934,114.1113784,南島書蟲 Bookworm Cafe
35.4700099,139.3404555,スターバックス
35.6205107,139.3411545,
35.6812934,139.6981229,ドトールコーヒーショップ
39.8506503,116.2233508,古宛斋
40.0003212,116.3473013,
35.9047728,139.6223778,Books and Cafe
35.8932231,139.631147,スターバックスコーヒー
