lat,lon,name
39.9311036,116.4497585,Under Renovation (used to be Bookworm)
35.6613882,139.7761893,デニーズ
38.976496,125.7258339,Pyongyang Noodle Restaurant
35.6175907,140.0995784,ジョリーパスタ
35.5910653,140.1223774,餃子の王将
35.5926646,140.1214899,中国料理龍園
35.593291,140.1211124,千石食堂
37.4745459,139.9260389,頓珍館
35.6269249,139.7379208,けいすけラーメン
35.6276453,139.7373857,つばめグリル
37.4917103,140.9457225,そば処さつき（Satsuki)
37.5586426,126.8407442,
36.2440367,139.0554449,柿乃木 (Kakinoki)
35.9430083,139.703484,とんでん
35.930529,139.6669873,Jolly-Pasta
35.9701975,139.7365963,リンガーハット
39.9357763,116.3971202,马沙拉之香印度餐厅
39.9315469,116.4520067,L'Isola Italian Restaurant
37.2034,112.179,云锦成
39.1361428,117.2157102,吉野家嘉华店
39.1361726,117.2158294,面爱面嘉华店
39.1363713,117.2164305,肯德基嘉华餐厅
35.5887362,139.4536122,ゼルビアキッチン
36.3773419,127.4054469,살루떼
36.3846912,127.3802393,비비스페이스
36.5126546,127.3681709,Hanil Korean Restaurant
36.3824176,127.3206163,Noeun Duck Galpi
36.3756012,127.317685,Cin-Cin Italian Pizzeria
36.3657299,127.3824913,Kung Chinese Restaurant
36.3476286,127.3767999,Outback Australian Steakhouse
35.5584089,140.1797397,イタリア料理オリーブ畑
35.5537619,140.1643869,釜あげスパゲティ五右衛門
35.5606946,140.173559,彩
35.6347887,140.1277714,かつ波奈
35.5852216,140.1315904,とんでん
35.5649829,140.1426459,焼肉くろべこ屋
35.5601977,140.1799463,やきにく屋
35.5482723,140.1862165,創作寿司 一幸
35.5088041,139.4480094,欧風台所ラパレット (la palette)
35.5441955,140.1825337,ちゃんこ江戸沢
35.5520828,140.1694757,和食 夢庵
35.551158,140.1706958,サイゼリヤ
35.5508394,140.1713853,ガスト
35.5580335,140.1769009,博多うどん
35.5614876,140.1739856,珍来
35.5619924,140.1751943,焼肉　飛燕
35.5627296,140.1755348,大京
35.5785339,140.1729339,やきとり月見草
35.5753219,140.1688273,山田うどん
35.5421148,140.1854784,らーめん琉神
35.5434001,140.1841251,皇帝
35.5479143,140.1781978,牛角
38.2928751,140.9061562,平八
35.5514773,140.1699351,すしおんど
35.5483901,140.1774683,赤門
35.5481064,140.177232,バーミアン
35.5481021,140.177876,回転寿司やまと
35.5468198,140.1458098,回転寿司、活鮮
35.5462923,140.1469474,かずさ屋
35.5496136,140.1391806,丸亀製麺
35.5505345,140.1376556,ココス
35.5512714,140.1375419,ロイヤルホスト
35.5910065,140.1503917,吉野寿司
35.5884605,140.1434428,ままや
35.5839387,140.1412263,焼肉炭屋
35.5817659,140.1349435,ラーメン
40.0335166,116.3056135,滇池一家餐厅
39.9414667,116.3750306,孔乙己酒家
40.0545992,116.308138,金百万酒店
35.6195716,139.4674471,華屋与平衛
35.6590378,139.3678439,洋麺屋五右衛門
35.6368922,139.4133764,Saizeria
35.6360494,139.3388906,とんかつ れんが亭
35.651234,139.3339976,Barmian
39.9394094,116.4146661,孔亮火锅
35.8183195,139.3757696,どん亭
35.8186143,139.3758861,ステーキのどん
35.6846271,139.3465144,CoCo's
35.6661592,139.3567481,ガスト
35.7971571,139.4285819,魚べい 小手指店
35.6341971,139.3303268,Barmian
35.684792,139.345731,じゅうじゅうカルビ
35.6592088,139.4173662,ガスト
39.8505689,116.222385,李连贵熏肉大饼
35.573656,139.661721,藍屋
35.5411021,139.6398527,デニーズ
35.5410204,139.6392856,じゅうじゅうカルビ
35.5154046,139.6321991,はま寿司
35.5130813,139.6222668,ジョナサン 新横浜駅前店
35.5248585,139.644055,横浜家
35.5250824,139.6559194,華屋与兵衛
35.6330622,139.5800435,ジョナサン
35.6228046,139.6089358,デニーズ
35.6184016,139.6190603,BigBoy
35.6022198,139.6190263,デニーズ
35.6021414,139.656272,ロイヤルホスト尾山台店
39.9753695,116.3398105,沸腾渔乡
