lat,lon,name
30.2375817,120.1514595,Indian Kitchen
30.2640357,120.1547109,新白鹿酒店 New White Deer Restaurant
30.260053,120.1653486,川味观
30.2795186,120.1615015,川味观
30.2785403,120.1202133,必胜客
30.2857505,120.148202,必胜客
30.2591119,120.1554461,Banana Leaf
30.2568299,120.1637163,避风塘
30.2787447,120.1222178,元绿回转寿司
30.2722299,120.1611174,避风塘
30.3337787,120.1343059,
30.2675565,120.19601,九佰碗
30.2843766,120.1596746,
30.2730457,120.1658024,外婆家
35.4731112,140.1936392,新城　四国うどん
31.2964048,120.5632899,Pizza Hut
31.2102276,121.4449697,Zapata's
30.2856932,120.1438635,川味观
34.4322635,132.836268,
34.9867552,135.762489,新福菜館本店
35.0239114,135.7963125,SEDONA Coffee & restrant
35.0237863,135.7964193,
35.1679574,136.9133514,世界の山ちゃん
35.0922424,136.8794766,Red Lobster
34.781487,137.6070614,さざなみ
35.1617092,138.617963,
35.3844803,133.4649733,
35.4503872,139.3566093,バーミヤン
35.4571372,139.3513601,ジョリーパスタ
35.4571503,139.3508046,夢庵 厚木林店
35.460269,139.3500017,サイゼリヤ
35.4842161,139.3317895,ガスト
35.3778431,136.2641978,Dek Delicia
35.4767003,139.6031559,グラッチェガーデンズ
35.3851189,136.2707945,我が家やきとり
31.2969671,121.1619584,Shoulys Bistro
35.4927237,139.6201629,Jonathan's
35.3035638,127.7486844,막걸리 집 Makgeolli Jip
34.2359781,108.8922918,St. Louis Portugese
34.2388687,108.9340706,Real Love (7th floor)
34.2572102,108.9310175,Banana Leaf
34.2574159,108.9589294,金汉斯
34.2382133,108.8832668,Prince Lofty
34.2384841,108.8962781,Japanese
34.2246192,108.8820907,聚宾楼
35.4401439,133.3913657,
35.4397,133.3915473,
35.43324,133.3343791,Big Boy
34.1972455,108.9447946,Paulaner
30.2842172,120.0954134,外婆家
30.2819197,120.1154354,Medusa
30.281312,120.1214448,
30.2893235,120.1192906,Curry Bistro
35.3840087,139.4749087,デニーズ
31.3175212,121.2168906,
30.2833195,120.1649859,必胜客
30.2799538,120.1211736,外婆家
30.2904961,120.1198556,必胜客
30.6253719,104.0745102,He's
30.2728467,120.1177189,Panchos
30.267155,120.1743931,川味观
34.7628959,135.4723519,銭形
35.0002416,135.7525259,やきとり大吉 堀川高辻店
34.8625583,136.5865234,CoCo一番屋
34.3760131,132.4346691,
34.3771709,132.4377962,ココス
34.4063101,132.4587581,COCO'S 白島店
34.3660286,132.3674778,ガスト五日市店
33.9308525,130.727285,三笠屋
33.503053,126.546448,우도동굴
35.1513966,126.8007692,또래오래 광주소촌점
35.155089,129.05484,초원가든
34.810748,126.376268,죽이야기 전남병원점
34.820918,126.420897,중앙식당
34.804204,126.366855,대박냉동수산
34.8209061,126.421143,투사랑중앙병원점
34.732013,127.711914,구봉산장식당
35.390917,127.697184,칠선산장 Chilseon Mountain Villa
35.1896192,127.3732049,용궁산장
34.814068,127.347245,첨산산장
34.74455,127.742377,1923
34.4819154,126.2641152,BBQ
35.185098,129.124954,재송회집
35.172585,129.069339,중앙회집
35.1258043,129.1093845,이가회집
35.1382697,129.1128902,칠성회집
35.139337,129.06132,강미회집
35.191378,128.992561,대동강회집
35.2110506,129.0233347,라인수산회집
35.174389,126.880947,늘푸른회집
35.164022,128.262115,진주노인회집
35.473771,128.766436,소나무회집
35.228923,128.901808,아름회집
35.249988,128.871567,정동진회집
35.236344,128.859543,돌회집
34.942256,127.69833,포항물회집
34.926901,128.068648,제일회집
35.355591,129.351666,유명회집
35.3200695,128.2632447,삼보회집
34.9682776,126.3870822,무안비치회집
34.572609,126.29711,무등산회집
34.448841,126.820438,선창회집
34.457132,126.820126,귀빈회집
35.199622,129.077337,감미횟집
35.160743,129.161864,신해운대횟집
35.201705,129.074224,싱싱활어횟집
35.144648,129.067315,제주도횟집
35.243198,129.21529,몽실횟집
35.156225,129.134457,다인횟집
35.156808,129.126167,동하횟집
35.155217,129.124663,창성횟집
35.181904,129.203967,남일횟집
35.155026,129.131642,윤희횟집
35.1380463,129.1127443,큰바다횟집
35.216598,129.225812,정성장횟집
35.154462,129.132172,안동횟집
35.112953,129.095426,용궁횟집
35.122123,129.044287,풍미횟집
35.096287,129.028381,충무횟집
35.301995,129.258879,수중횟집
35.0964608,129.0311079,달봉이횟집
35.159868,129.065977,송광도매횟집
35.2181105,128.9892902,갈매기횟집
35.1736,129.117703,싱싱횟집
35.208008,129.072044,금성삼천포 횟집
35.073883,129.015818,동명횟집
35.300746,129.259321,청호횟집
35.156755,129.126013,항구물횟집
35.154575,129.131646,오대양횟집
35.1317377,129.1198733,옛날횟집
35.227606,129.160873,청기와횟집
35.155794,128.983961,직송횟집
35.165176,128.984272,만복횟집
35.1759414,129.0714017,밀양 수산 횟집
35.234177,129.243337,솔동산횟집
35.096487,129.029239,싱싱횟집
35.046058,128.969038,다대횟집
35.1868,129.083734,녹산횟집
35.154991,129.131476,유가횟집
35.0750118,129.0159614,물레방아횟집
35.156903,129.126596,감골횟집
35.210075,129.004487,동해횟집
35.182029,129.211237,바다횟집
35.154699,129.131868,까치횟집
35.177673,129.197931,청원횟집
35.089086,129.037657,해물횟집
35.089281,129.042189,오륙도 횟집
35.046777,128.969232,버드나무횟집
35.27197,129.244772,해림장횟집
35.20984,129.011019,삼천포횟집
35.298616,129.259541,산호횟집
35.300115,129.259366,돌샘횟집
35.172609,129.174659,요리사 횟집
35.076581,129.017551,모아횟집
35.1048295,128.9987594,남해횟집
35.164785,129.173668,자연호횟집
35.159146,129.056802,소소횟집
35.089701,128.998828,포항횟집
35.1316243,129.1197447,우물횟집
35.21809,129.227075,등대횟집
35.155459,129.124864,강변횟집
35.0770602,129.0221123,송하횟집
35.154554,129.13192,별궁횟집
35.090851,128.97718,시장횟집
35.167884,129.196909,등대횟집
35.3009,129.259301,칠암 대양횟집
35.0964987,129.0356467,물레방아횟집
35.156456,129.12524,고성횟집
35.076386,129.022582,태성하모회자연산횟집
35.1371704,129.0706087,농심 횟집
35.202467,129.067589,의령횟집
35.0276293,128.8158589,해송횟집
35.22459,129.227953,진주횟집
35.142381,129.062687,이모활어횟집
35.197251,129.130602,일억조 횟집
35.208083,129.071661,금성횟집
35.217793,129.227928,만포장횟집
35.210819,129.01258,남해보물섬자연산횟집
35.216774,129.226221,무진장횟집
35.156522,129.174197,거북선횟집
35.217306,129.226152,만포장횟집
35.21568,129.1078955,동상동횟집
35.096551,129.029174,신동아횟집
35.155436,129.124392,삼호횟집
35.248546,129.090205,다다횟집
35.196001,129.224755,청파장횟집
35.223706,129.227072,성양횟집
35.238383,129.243775,다도해횟집
35.0278273,128.8158499,천성횟집
35.156976,129.128419,제일장횟집
35.299663,129.25948,태화횟집
35.224757,129.229296,광진활어횟집
35.073593,129.01599,부일횟집
35.199383,129.074742,금풍횟집
35.063255,128.982903,서울횟집
35.154489,129.132183,바다산책횟집
35.173642,129.174158,칠암횟집
35.09591,129.027071,동백횟집
